Genes,GeneShortNames,UsedReactions,Cancer_Normal_Malignant,Cancer_Tumor_Malignant,Fibroblast_Normal_FGFR2+,Fibroblast_Tumor_FGFR2+,Fibroblast_Normal_ICAM1+,Fibroblast_Tumor_ICAM1+,Fibroblast_Normal_FAP+,Fibroblast_Tumor_FAP+,Fibroblast_Normal_ICAM1-,Fibroblast_Tumor_ICAM1-,Fibroblast_Normal_MFAP5+,Fibroblast_Tumor_MFAP5+,Fibroblast_Normal_CD73+,Fibroblast_Tumor_CD73+,Fibroblast_Normal_DES+,Fibroblast_Tumor_DES+,Macrophage_Normal_THBS1+,Macrophage_Tumor_THBS1+,Macrophage_Normal_VCAN+,Macrophage_Tumor_VCAN+,Macrophage_Normal_MARCO+,Macrophage_Tumor_MARCO+
ENSG00000074621,SLC24A1,"MAR07631, MAR07632, MAR01529",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000074696,HACD3,"MAR02309, MAR02319, MAR02328, MAR02336, MAR02344, MAR02349, MAR02355, MAR02363, MAR02193, MAR02203, MAR02209, MAR02213, MAR02218, MAR02261, MAR02265, MAR02269, MAR02480, MAR02491, MAR02501, MAR02518, MAR02526, MAR02535, MAR02542, MAR02389, MAR02399, MAR02419, MAR02428, MAR02435",71.2410360926263,89.1088006326229,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,142.574081012197,142.574081012198,0,0,142.574081012197,142.574081012197
ENSG00000074800,ENO1,"MAR04363",71.2410360926264,89.1088006326229,106.930560759148,106.938207890344,88.9088916492368,89.0258942165259,106.812764140055,71.2139443759567,106.828089246174,89.0234077051452,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935628,106.930560759148,124.752320885673,142.574081012195,142.574081012197,142.574081012202,142.373378988295,142.574081012197,142.574081012197
ENSG00000074803,SLC12A1,"MAR04956, MAR06526",71.2410360926263,89.1088006326229,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,142.574081012197,0,0,0,142.574081012197,0
ENSG00000075188,NUP37,"MAR07796, MAR13086",-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
ENSG00000075239,ACAT1,"MAR03885, MAR11486",71.2410360926263,0,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000075303,SLC25A40,"MAR08771",71.2410360926263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000075415,SLC25A3,"MAR05043, MAR13079",68.9711376330425,89.000852633145,106.930560759148,106.938207890344,78.0220885901444,89.0258942165219,97.9688224033708,68.9497527075695,106.828089246174,88.9101084552078,106.828089246174,88.9101084552078,78.1028242838321,71.2921385935629,106.930560759148,124.752320885673,142.574081012197,142.574081012197,142.574081012198,142.373378988295,142.574081012198,142.574081012197
ENSG00000075651,PLD1,"MAR00629, MAR00642, MAR00660, MAR08523, MAR08525, MAR07605, MAR01586, MAR03781, MAR03786, MAR03791, MAR03798",71.2410360926263,89.1088006326229,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,0,0,0,0,71.2921385935629,0,0,142.574081012197,142.574081012198,142.574081012198,142.373378988295,0,142.574081012197
ENSG00000075673,ATP12A,"MAR08892, MAR01444",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000075975,MKRN2,"MAR09491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000076258,FMO4,"MAR07138, MAR09514, MAR04009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000076351,SLC46A1,"MAR07735, MAR06893, MAR11787",0,89.1088006326229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.574081012197,142.574081012198,0,142.373378988295,142.574081012191,142.574081012197
ENSG00000076555,ACACB,"MAR04295, MAR20112",71.2410360926263,89.1088006326229,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,0,0,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,0,0,0,0,0,0
ENSG00000076685,NT5C2,"MAR04010, MAR04081, MAR04082, MAR04417, MAR04449, MAR04450, MAR04602, MAR04632, MAR04705, MAR03970, MAR04056, MAR04177, MAR04179, MAR04484, MAR04510, MAR07713, MAR07716, MAR07717, MAR07721, MAR07725, MAR07728, MAR04252, MAR04264",71.2410360926263,89.1088006326229,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,0,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,0,124.752320885673,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000077009,NMRK2,"MAR04253, MAR04265",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000077044,DGKD,"MAR00604",71.2410360926263,89.1088006326229,0,0,88.9088916492343,89.0258942165223,0,0,106.828089246174,0,0,0,0,71.2921385935629,0,124.752320885673,142.574081012197,0,142.574081012198,142.373378988295,0,142.574081012197
ENSG00000077152,UBE2T,"MAR09491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000077254,USP33,"MAR09490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000077463,SIRT6,"MAR05336, MAR05339, MAR05340, MAR07623, MAR07625",71.2410360926263,89.1088006326229,106.930560759148,106.938207890344,88.9088916492343,0,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,0,89.0008927885529,0,106.930560759148,124.752320885673,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000077498,TYR,"MAR08533, MAR08541, MAR08542, MAR08630, MAR06729, MAR06803, MAR06874, MAR06889, MAR03613, MAR03614, MAR12004, MAR12024",71.2410360926263,89.1088006326229,106.930560759148,0,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,0,106.828089246174,89.0234077051451,89.0008927885529,0,106.930560759148,124.752320885673,142.574081012197,0,142.574081012198,142.373378988295,142.574081012197,0
ENSG00000077514,POLD3,"MAR07160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000077721,UBE2A,"MAR09491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000077800,FKBP6,"MAR09492",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000078070,MCCC1,"MAR06926, MAR06927, MAR03773",71.2410360926263,0,106.930560759148,0,0,0,106.812764140055,0,0,0,0,0,89.0008927885529,0,0,0,142.574081012197,0,142.574081012198,0,142.574081012197,0
ENSG00000078124,ACER3,"MAR05336, MAR05339, MAR05340, MAR00716, MAR00753, MAR20073, MAR20074, MAR20075, MAR20076, MAR20077, MAR20078, MAR20079, MAR20080, MAR20081, MAR20082, MAR20083, MAR20084, MAR20085, MAR20086, MAR20087, MAR20088",0,0,106.930560759148,106.938207890344,0,0,106.812764140055,71.2139443759567,0,89.0234077051451,0,0,0,0,106.930560759148,0,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000078140,UBE2K,"MAR09491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000078142,PIK3C3,"MAR06542, MAR06587, MAR06588, MAR06589, MAR08824, MAR08829",0,0,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000078237,TIGAR,"MAR04706",0,0,0,106.938207890344,0,0,0,71.2139443759567,0,0,0,89.0234077051451,0,0,0,0,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000078269,SYNJ2,"MAR06552, MAR08817",71.2410360926263,89.1088006326229,106.930560759148,106.938207890344,88.9088916492343,0,0,71.2139443759567,106.828089246174,89.0234077051451,0,89.0234077051451,0,0,106.930560759148,124.752320885673,0,0,142.574081012198,142.373378988295,142.574081012197,0
ENSG00000078295,ADCY2,"MAR04000, MAR04022",0,0,0,0,0,0,0,0,0,0,106.828089246174,89.0234077051451,0,0,106.930560759148,0,0,0,0,0,0,0
ENSG00000078747,ITCH,"MAR09491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000078967,UBE2D4,"MAR09491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000079150,FKBP7,"MAR09492",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000079215,SLC1A3,"MAR04932, MAR05328, MAR05330, MAR05447, MAR07639",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.574081012197,142.574081012198,142.574081012198,142.373378988296,142.574081012197,142.574081012197
ENSG00000079435,LIPE,"MAR00003, MAR00665, MAR00667, MAR00668, MAR00669, MAR00670, MAR00671, MAR00672, MAR06636",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000079459,FDFT1,"MAR01465, MAR01467, MAR01715, MAR02026, MAR02147",71.2410360926263,89.1088006326229,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000079462,PAFAH1B3,"MAR07611, MAR08518",71.2410360926263,89.1088006326229,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,0,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,0,124.752320885673,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000079739,PGM1,"MAR04396",71.2410360926263,89.1088006326234,106.930560759148,106.938207890343,88.9088916492352,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,142.574081012197,142.574081012198,142.574081012198,0,142.574081012197,142.574081012197
ENSG00000079805,DNM2,"MAR04136",71.2410360926263,89.1088006326229,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,0,89.0008927885529,0,106.930560759148,124.752320885673,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000080166,DCT,"MAR06888",71.2410360926263,0,0,0,0,0,0,71.2139443759567,0,0,0,89.0234077051451,0,0,0,124.752320885673,0,0,142.574081012198,142.373378988295,0,0
ENSG00000080493,SLC4A4,"MAR05448, MAR08076, MAR08077",71.2410360926263,89.1088006326229,0,0,88.9088916492343,89.0258942165259,0,0,106.828089246174,89.0234077051451,0,0,0,0,106.930560759148,0,0,0,0,0,0,0
ENSG00000080511,RDH8,"MAR06630, MAR06632, MAR01690",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000080802,CNOT4,"MAR09491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000080819,CPOX,"MAR04752",-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
ENSG00000081181,ARG2,"MAR08426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.574081012198,142.574081012198,142.373378988295,0,142.574081012197
ENSG00000081479,LRP2,"MAR02118, MAR08004, MAR08008",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000081760,AACS,"MAR01436, MAR01576",71.2410360926263,89.1088006326229,0,0,0,0,0,0,0,0,0,0,89.0008927885529,0,0,0,0,0,0,0,142.574081012197,0
ENSG00000081800,SLC13A1,"MAR07699, MAR07700, MAR07904, MAR08732, MAR08853",0,89.1088006326229,106.930560759148,106.938207890344,0,0,0,71.2139443759567,0,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000081923,ATP8B1,"MAR11572, MAR11582, MAR11587, MAR11588, MAR11589, MAR11590, MAR11591, MAR11592, MAR11593, MAR11594, MAR11595, MAR11596, MAR11597, MAR11598, MAR11599, MAR11600, MAR11601, MAR11602, MAR11603, MAR11604, MAR11605, MAR11606, MAR11607, MAR11608, MAR11609, MAR11610, MAR11611, MAR11612, MAR11627",71.2410360926263,89.1088006326229,0,0,0,89.0258942165223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000082212,ME2,"MAR04087, MAR04091",71.2410360926263,89.1088006326229,106.930560759148,106.938207890344,88.9088916492343,0,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000082996,RNF13,"MAR09491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000083123,BCKDHB,"MAR03800, MAR06419, MAR06421, MAR06416, MAR20174, MAR20175, MAR20176, MAR20177",71.2410360926263,89.1088006326229,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000083168,KAT6A,"MAR09495",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000083223,TUT7,"MAR07161, MAR07162",71.2410360926263,89.1088006326229,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000083444,PLOD1,"MAR06983, MAR09553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000083720,OXCT1,"MAR03787",0,0,106.930560759148,106.938207890344,88.9088916492343,0,106.812764140055,0,106.828089246174,0,106.828089246174,89.0234077051451,0,0,106.930560759148,124.752320885673,0,0,0,0,0,0
ENSG00000083799,CYLD,"MAR09490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000083807,SLC27A5,"MAR01619, MAR01620, MAR01624, MAR01625, MAR01627, MAR01665, MAR01697, MAR01699, MAR01700, MAR01726, MAR01727, MAR01754, MAR01756, MAR01832, MAR01833, MAR01848, MAR09793, MAR02272, MAR04805, MAR06604, MAR11577, MAR11578, MAR11581",71.2410360926263,89.1088006326229,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000084072,PPIE,"MAR09492",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000084073,ZMPSTE24,"MAR07167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000084090,STARD7,"MAR01924",71.2410360926263,89.1088006326229,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000084110,HAL,"MAR04437",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000084207,GSTP1,"MAR06723, MAR06811, MAR06815, MAR06820, MAR06824, MAR06883, MAR06886, MAR01050, MAR01053, MAR01054, MAR01119, MAR01120, MAR01121, MAR01122, MAR02068, MAR02069, MAR02070, MAR02071, MAR02072, MAR02073, MAR02074, MAR02075, MAR02083, MAR02084, MAR02085, MAR02086, MAR02095, MAR02096, MAR02097, MAR02098, MAR02106, MAR02107, MAR02108, MAR02109, MAR02110, MAR02111, MAR02112, MAR02113, MAR01367, MAR01370, MAR01379, MAR01384, MAR01398, MAR06995, MAR06998, MAR07003, MAR07013, MAR07022, MAR07029, MAR07041, MAR07050, MAR07079, MAR07080, MAR07083, MAR07084, MAR07089, MAR07092, MAR07093, MAR07097, MAR07100, MAR07103",71.2410360926263,89.1088006326229,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000084453,SLCO1A2,"MAR01875, MAR01876, MAR01877, MAR01878, MAR01879, MAR01880, MAR01881, MAR01882, MAR01883, MAR01884, MAR01885, MAR01886, MAR01887, MAR01888, MAR01889, MAR01890, MAR01891, MAR01892, MAR01893, MAR01894, MAR01898, MAR01899, MAR01900, MAR01901, MAR01902, MAR01903, MAR01904, MAR01905, MAR01906, MAR01907, MAR01908, MAR01909, MAR04433, MAR04434, MAR04435, MAR04436, MAR06060, MAR06061, MAR06062, MAR06063, MAR06064, MAR06065, MAR06066, MAR06067, MAR06068, MAR06069, MAR06070, MAR06071, MAR06072, MAR06073, MAR06074, MAR06075, MAR06076, MAR06077, MAR06078, MAR06079, MAR06080, MAR06081, MAR06082, MAR06083, MAR06084, MAR06085, MAR06086, MAR06087, MAR06088, MAR06089, MAR06090, MAR06091, MAR06092, MAR06093, MAR06094, MAR06095, MAR06096, MAR06097, MAR06098, MAR06099, MAR06100, MAR06101, MAR06102, MAR06108, MAR06109, MAR06110, MAR06111, MAR06112, MAR06113, MAR06114, MAR06115, MAR06116, MAR06117, MAR06118, MAR06119, MAR06120, MAR06121, MAR06122, MAR06129, MAR06214, MAR06215, MAR06216, MAR06217, MAR07651, MAR08659, MAR08847, MAR08879, MAR07649, MAR09885, MAR12820, MAR12835",71.2410360926263,0,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,0,106.828089246174,0,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000084674,APOB,"MAR05154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000084676,NCOA1,"MAR09495",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000084754,HADHA,"MAR03166, MAR03206, MAR02511, MAR02409, MAR03449, MAR03450, MAR03453, MAR03454, MAR03455, MAR03460, MAR03462, MAR03463, MAR03467, MAR03472, MAR01065, MAR01066, MAR01067, MAR01068, MAR01069, MAR01070, MAR01163, MAR01164, MAR01165, MAR01167, MAR01206, MAR01207, MAR01208, MAR01210, MAR01255, MAR01256, MAR01257, MAR01259, MAR01272, MAR01273, MAR01274, MAR01276, MAR01292, MAR01298, MAR01299, MAR03058, MAR03063, MAR03067, MAR03071, MAR03075, MAR03079, MAR03083, MAR03087, MAR03091, MAR03095, MAR03099, MAR03103, MAR03327, MAR03331, MAR03335, MAR03339, MAR03343, MAR03347, MAR03351, MAR03355, MAR03365, MAR03370, MAR03375, MAR03501, MAR03508, MAR03513, MAR03302, MAR03307, MAR03312, MAR03316, MAR03317, MAR03323, MAR03108, MAR03109, MAR03110, MAR03112, MAR03113, MAR03114, MAR03116, MAR03117, MAR03118, MAR03122, MAR03123, MAR03125, MAR03129, MAR03130, MAR03132, MAR03136, MAR03137, MAR03139, MAR03143, MAR03144, MAR03146, MAR03150, MAR03151, MAR03153, MAR03157, MAR03158, MAR03160, MAR03398, MAR03406, MAR03407, MAR03408, MAR03409, MAR03411, MAR03413, MAR03414, MAR03416, MAR03421, MAR03423, MAR03424, MAR03425, MAR09719, MAR03427, MAR03428, MAR03429, MAR03430, MAR03431, MAR03432, MAR03433, MAR03171, MAR03172, MAR03173, MAR03175, MAR03176, MAR03177, MAR03179, MAR03180, MAR03181, MAR03183, MAR03184, MAR03185, MAR03187, MAR03188, MAR03189, MAR03191, MAR03192, MAR03193, MAR03195, MAR03196, MAR03197, MAR03199, MAR03200, MAR03201, MAR03204, MAR03205, MAR03241, MAR03242, MAR03243, MAR03245, MAR03246, MAR03247, MAR03252, MAR03254, MAR03256, MAR03260, MAR03262, MAR03264, MAR03357, MAR03361, MAR03219, MAR03220, MAR03221, MAR03223, MAR03224, MAR03225, MAR03227, MAR03228, MAR03229, MAR03231, MAR03232, MAR03233, MAR03235, MAR03236, MAR03237, MAR03277, MAR03278, MAR03279, MAR03281, MAR03282, MAR03283, MAR03285, MAR03286, MAR03287, MAR03290, MAR03292, MAR03293, MAR01174, MAR01177, MAR01178, MAR01179, MAR01182, MAR01183, MAR01184, MAR01216, MAR01219, MAR01220, MAR01221, MAR01224, MAR01225, MAR01226, MAR03523, MAR03524, MAR03525, MAR03528, MAR03529, MAR03530, MAR03533, MAR03534, MAR06432, MAR06433, MAR06435, MAR06436, MAR06448, MAR06450, MAR06451, MAR06453, MAR06471, MAR06472, MAR06473, MAR06484, MAR06486, MAR00970, MAR03269, MAR03297, MAR03379, MAR03380, MAR03381, MAR05110, MAR05111, MAR05120, MAR05176, MAR05177, MAR05179, MAR05181, MAR05185, MAR05188, MAR05190, MAR05192, MAR05194, MAR05242, MAR05325, MAR05329, MAR05343, MAR05345, MAR05355, MAR05357, MAR05359, MAR05360, MAR05365, MAR05369, MAR05371, MAR05373, MAR05376, MAR05378, MAR05403, MAR06437, MAR06449, MAR06452, MAR12371",71.2410360926263,89.1088006326229,106.930560759148,106.938207890345,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935628,106.930560759148,124.752320885673,142.574081012197,142.574081012197,142.574081012197,142.373378988295,142.574081012198,142.574081012198
ENSG00000084774,CAD,"MAR04034, MAR04050, MAR04608",71.2410360926263,89.1088006326229,89.1088006326234,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,124.752320885673,124.752320885673,142.574081012197,142.373378988295,142.574081012197,142.574081012197
ENSG00000085231,AK6,"MAR04002, MAR04004, MAR04480",71.2410360926263,0,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000085377,PREP,"MAR09502",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000085382,HACE1,"MAR09491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000085415,SEH1L,"MAR13086",-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
ENSG00000085563,ABCB1,"MAR11648, MAR11695, MAR11696, MAR11698, MAR11700, MAR11702, MAR11704, MAR11706, MAR11708, MAR11710, MAR11712, MAR11714, MAR11716, MAR11718, MAR11720, MAR11722, MAR11724, MAR11726, MAR11757, MAR11758, MAR11759, MAR11760, MAR11761, MAR11762, MAR11763, MAR11764, MAR11765, MAR11766, MAR11767, MAR11768, MAR11769, MAR11770, MAR11771, MAR11772, MAR11773, MAR11774, MAR12341, MAR12344, MAR12348, MAR12350, MAR12394, MAR12399, MAR12441, MAR12461, MAR12514, MAR12523, MAR12537, MAR12556, MAR12754, MAR12760, MAR12776, MAR12782, MAR12786, MAR12838, MAR12841, MAR12852",0,0,0,0,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,0,89.0234077051451,0,0,89.0008927885529,71.2921385935629,0,0,0,0,0,0,142.574081012197,0
ENSG00000085662,AKR1B1,"MAR08766, MAR04316, MAR04592, MAR08341, MAR03854, MAR03855, MAR08497, MAR08500, MAR08509, MAR01931, MAR00453, MAR00458",0,0,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,142.574081012197,142.574081012199,142.574081012197,142.373378988295,142.574081012197,142.574081012197
ENSG00000085871,MGST2,"MAR06723, MAR06811, MAR06815, MAR06820, MAR06824, MAR06883, MAR06886, MAR01050, MAR01053, MAR01054, MAR01119, MAR01120, MAR01121, MAR01122, MAR02068, MAR02069, MAR02070, MAR02071, MAR02072, MAR02073, MAR02074, MAR02075, MAR02083, MAR02084, MAR02085, MAR02086, MAR02095, MAR02096, MAR02097, MAR02098, MAR02106, MAR02107, MAR02108, MAR02109, MAR02110, MAR02111, MAR02112, MAR02113, MAR01367, MAR01370, MAR01379, MAR01384, MAR01398, MAR06995, MAR06998, MAR07003, MAR07013, MAR07022, MAR07029, MAR07041, MAR07050, MAR07079, MAR07080, MAR07083, MAR07084, MAR07089, MAR07092, MAR07093, MAR07097, MAR07100, MAR07103, MAR03941, MAR03943, MAR03961, MAR03973, MAR03978",71.2410360926263,89.1088006326229,0,106.938207890344,0,89.0258942165223,0,71.2139443759567,0,89.0234077051451,0,0,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000085982,USP40,"MAR09490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000085998,POMGNT1,"MAR00765, MAR00924, MAR00925, MAR00926",71.2410360926263,0,0,106.938207890344,88.9088916492343,0,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,0,0,71.2921385935629,106.930560759148,124.752320885673,0,0,0,0,142.574081012197,0
